time_s,P_conv_W,P_xy10_W,P_cr5_W,P_total_W,i_conv_A,v_belt_m_s,x_belt_m,T_motor_K,x_xy10_m,y_xy10_m,z_xy10_m,vacuum_p_Pa,q2_cr5_rad,q2_dot_rad_s,xy10_active,cr5_active
12.620000,107.968941,1.731667,23.777549,133.478156,1.628576,0.196263,2.474677,296.031958,0.102433,0.058326,-0.000001,101281.973291,1.887095,-1.299320,0,1
12.630000,107.968834,1.718834,24.344390,134.032058,1.628577,0.196263,2.476639,296.034010,0.101524,0.057533,-0.000001,101284.626893,1.874055,-1.308838,0,1
12.640000,107.968718,1.706391,24.863393,134.538502,1.628579,0.196263,2.478602,296.036062,0.100615,0.056760,-0.000001,101286.982962,1.860934,-1.315523,0,1
12.650000,107.968592,1.694092,25.331807,134.994491,1.628580,0.196263,2.480565,296.038115,0.099707,0.055993,-0.000001,101289.257804,1.847760,-1.319365,0,1
12.660000,107.968455,1.681962,25.747020,135.397437,1.628581,0.196263,2.482527,296.040167,0.098798,0.055233,-0.000001,101291.439116,1.834562,-1.320360,0,1
12.670000,107.968309,1.670172,26.106549,135.745030,1.628582,0.196263,2.484490,296.042219,0.097889,0.054492,-0.000001,101293.389260,1.821368,-1.318513,0,1
12.680000,107.968151,1.658430,26.408043,136.034625,1.628584,0.196263,2.486452,296.044271,0.096980,0.053750,-0.000001,101295.339404,1.808207,-1.313833,0,1
12.690000,107.967983,1.646894,26.649274,136.264151,1.628585,0.196263,2.488415,296.046322,0.096072,0.053019,-0.000001,101297.181360,1.795107,-1.306337,0,1
12.700000,107.967802,1.635554,26.828140,136.431496,1.628587,0.196263,2.490378,296.048374,0.095163,0.052297,-0.000001,101298.920129,1.782096,-1.296045,0,1
12.710000,107.967610,1.624380,26.942665,136.534655,1.628588,0.196263,2.492340,296.050426,0.094254,0.051583,-0.000001,101300.575658,1.769201,-1.282984,0,1
12.720000,107.967406,1.613370,26.991005,136.571782,1.628590,0.196263,2.494303,296.052478,0.093346,0.050876,-0.000001,101302.147946,1.756451,-1.267183,0,1
12.730000,107.967189,1.602523,26.971454,136.541166,1.628592,0.196263,2.496266,296.054529,0.092437,0.050177,-0.000001,101303.636993,1.743872,-1.248678,0,1
12.740000,107.966959,1.591880,26.882452,136.441291,1.628593,0.196263,2.498228,296.056581,0.091528,0.049489,-0.000001,101305.038535,1.731492,-1.227509,0,1
12.750000,107.966716,1.581424,26.722599,136.270739,1.628595,0.196263,2.500191,296.058632,0.090619,0.048810,-0.000001,101306.354078,1.719337,-1.203721,0,1
12.760000,107.966459,1.571145,26.490665,136.028269,1.628597,0.196263,2.502153,296.060684,0.089711,0.048140,-0.000001,101307.584528,1.707432,-1.177363,0,1
12.770000,107.966188,1.561040,26.185608,135.712836,1.628599,0.196263,2.504116,296.062735,0.088802,0.047478,-0.000001,101308.729886,1.695803,-1.148492,0,1
12.780000,107.965903,1.551109,25.806584,135.323596,1.628601,0.196263,2.506079,296.064787,0.087893,0.046826,-0.000001,101309.790152,1.684476,-1.117168,0,1
12.790000,107.965602,1.541335,25.352967,134.859903,1.628603,0.196263,2.508041,296.066838,0.086984,0.046182,-0.000001,101310.832009,1.673473,-1.083460,0,1
12.800000,107.965338,1.531721,24.824353,134.321412,1.628604,0.196263,2.510004,296.068889,0.086076,0.045545,-0.000001,101311.831259,1.662819,-1.047441,0,1
12.810000,107.965202,1.522269,24.220582,133.708053,1.628605,0.196263,2.511967,296.070940,0.085167,0.044918,-0.000001,101312.774161,1.652537,-1.009191,0,1
12.820000,107.965064,1.512978,23.541738,133.019781,1.628606,0.196263,2.513929,296.072992,0.084258,0.044298,-0.000001,101313.660713,1.642648,-0.968796,0,1
12.830000,107.964925,1.503848,22.788160,132.256932,1.628606,0.196263,2.515892,296.075043,0.083350,0.043687,-0.000001,101314.490916,1.633173,-0.926348,0,1
12.840000,107.964783,1.494875,21.960447,131.420105,1.628607,0.196263,2.517854,296.077094,0.082441,0.043085,-0.000001,101315.264770,1.624132,-0.881946,0,1
12.850000,107.964639,1.486059,21.059456,130.510154,1.628608,0.196263,2.519817,296.079145,0.081532,0.042491,-0.000001,101315.982275,1.615545,-0.835693,0,1
12.860000,107.964494,1.477399,20.086302,129.528195,1.628608,0.196263,2.521780,296.081196,0.080623,0.041906,-0.000001,101316.643430,1.607429,-0.787698,0,1
12.870000,107.964347,1.468894,19.042354,128.475595,1.628609,0.196263,2.523742,296.083247,0.079715,0.041328,-0.000001,101317.248237,1.599801,-0.738076,0,1
12.880000,107.964199,1.460541,17.929228,127.353968,1.628609,0.196263,2.525705,296.085297,0.078806,0.040760,-0.000001,101317.796695,1.592677,-0.686944,0,1
12.890000,107.964049,1.452293,16.748779,126.165121,1.628610,0.196263,2.527668,296.087348,0.077897,0.040196,-0.000001,101318.364687,1.586071,-0.634423,0,1
12.900000,107.963898,1.444175,15.503088,124.911162,1.628611,0.196263,2.529630,296.089399,0.076989,0.039640,-0.000001,101318.909751,1.579997,-0.580640,0,1
12.910000,107.963746,1.436197,14.194455,123.594398,1.628611,0.196263,2.531593,296.091450,0.076080,0.039092,-0.000001,101319.415799,1.574466,-0.525721,0,1
12.920000,107.963594,1.428356,12.825382,122.217331,1.628612,0.196263,2.533555,296.093500,0.075171,0.038551,-0.000001,101319.882833,1.569490,-0.469794,0,1
12.930000,107.963440,1.420652,11.398563,120.782655,1.628612,0.196263,2.535518,296.095551,0.074262,0.038018,-0.000001,101320.310852,1.565077,-0.412991,0,1
12.940000,107.963286,1.413084,9.916871,119.293242,1.628612,0.196263,2.537481,296.097601,0.073354,0.037492,-0.000001,101320.699856,1.561236,-0.355443,0,1
12.950000,107.963132,1.405651,8.383345,117.752128,1.628613,0.196263,2.539443,296.099652,0.072445,0.036974,-0.000001,101321.049846,1.557974,-0.297282,0,1
12.960000,107.962977,1.398352,6.801178,116.162506,1.628613,0.196263,2.541406,296.101702,0.071536,0.036465,-0.000001,101321.360821,1.555296,-0.238638,0,1
12.970000,107.962822,1.391185,5.173705,114.527711,1.628613,0.196263,2.543369,296.103752,0.070628,0.035962,-0.000001,101321.632781,1.553206,-0.179643,0,1
12.980000,107.962667,1.384150,3.504393,112.851210,1.628614,0.196263,2.545331,296.105803,0.069719,0.035468,-0.000001,101321.865727,1.551707,-0.120426,0,1
12.990000,107.962513,1.377218,1.796833,111.136564,1.628614,0.196263,2.547294,296.107853,0.068810,0.034979,-0.000001,101322.102012,1.550801,-0.061117,0,1
13.000000,107.962359,1.370404,0.054730,109.387494,1.628614,0.196263,2.549257,296.109903,0.067901,0.034497,-0.000001,101322.317230,1.550488,-0.001843,0,1
13.010000,107.962206,1.363713,1.718104,111.044024,1.628614,0.196263,2.551219,296.111953,0.066993,0.034023,-0.000001,101322.502981,1.550766,0.057270,0,1
13.020000,107.962053,1.357145,3.403298,112.722497,1.628615,0.196263,2.553182,296.114003,0.066084,0.033556,-0.000001,101322.659266,1.551618,0.113443,0,1
13.030000,107.961902,1.330916,5.004821,114.297639,1.628615,0.196263,2.555144,296.116053,0.065179,0.033095,-0.000001,101322.807923,1.553017,0.166827,0,1
13.040000,107.961752,1.301418,6.526862,115.790032,1.628615,0.196263,2.557107,296.118103,0.064287,0.032642,-0.000001,101322.947348,1.554936,0.217562,0,1
13.050000,107.961603,1.282879,7.973331,117.217814,1.628615,0.196263,2.559070,296.120153,0.063407,0.032196,-0.000001,101323.077383,1.557351,0.265778,0,1
13.060000,107.961457,1.262401,9.347599,118.571457,1.628615,0.196263,2.561032,296.122203,0.062543,0.031757,-0.000001,101323.196736,1.560237,0.311587,0,1
13.070000,107.961312,1.242280,10.652472,119.856064,1.628615,0.196263,2.562995,296.124253,0.061690,0.031324,-0.000001,101323.309218,1.563572,0.355082,0,1
13.080000,107.961169,1.222942,11.890853,121.074965,1.628614,0.196263,2.564958,296.126302,0.060866,0.030907,-0.000001,101323.404982,1.567332,0.396362,0,1
13.090000,107.961029,1.203702,13.064557,122.229288,1.628614,0.196263,2.566920,296.128352,0.060044,0.030489,-0.000001,101323.500200,1.571494,0.435485,0,1
13.100000,107.960892,1.184709,14.175429,123.321030,1.628614,0.196263,2.568883,296.130402,0.059230,0.030076,-0.000001,101323.591782,1.576036,0.472514,0,1
13.110000,107.960757,1.166304,15.224537,124.351598,1.628614,0.196263,2.570845,296.132451,0.058437,0.029674,-0.000001,101323.672386,1.580938,0.507485,0,1
13.120000,107.960626,1.147970,16.212566,125.321162,1.628613,0.196263,2.572808,296.134501,0.057645,0.029272,-0.000001,101323.752990,1.586179,0.540419,0,1
13.130000,107.960499,1.130052,17.140326,126.230877,1.628613,0.196263,2.574771,296.136550,0.056868,0.028877,-0.000001,101323.827047,1.591740,0.571344,0,1
13.140000,107.960375,1.112508,18.008108,127.080991,1.628613,0.196263,2.576733,296.138600,0.056104,0.028490,-0.000001,101323.895280,1.597600,0.600270,0,1
13.150000,107.960255,1.095030,18.816322,127.871607,1.628612,0.196263,2.578696,296.140649,0.055341,0.028102,-0.000001,101323.963513,1.603739,0.627211,0,1
13.160000,107.960140,1.077868,19.565349,128.603357,1.628612,0.196263,2.580659,296.142698,0.054588,0.027721,-0.000001,101324.027652,1.610137,0.652178,0,1
13.170000,107.960029,1.060988,20.255774,129.276791,1.628611,0.196263,2.582621,296.144748,0.053846,0.027344,-0.000001,101324.088234,1.616776,0.675192,0,1
13.180000,107.959923,1.044344,20.888263,129.892531,1.628610,0.196263,2.584584,296.146797,0.053111,0.026971,-0.000001,101324.145951,1.623635,0.696275,0,1
13.190000,107.959823,1.027936,21.463847,130.451605,1.628610,0.196263,2.586546,296.148846,0.052384,0.026602,-0.000001,101324.200802,1.630695,0.715462,0,1
13.200000,107.959728,1.011760,21.983747,130.955235,1.628609,0.196263,2.588509,296.150895,0.051665,0.026237,-0.000001,101324.252787,1.637938,0.732792,0,1
13.210000,107.959639,0.995844,22.450143,131.405626,1.628608,0.196263,2.590472,296.152944,0.050955,0.025877,-0.000001,101324.301877,1.645345,0.748338,0,1
13.220000,107.959557,0.980222,22.865156,131.804935,1.628607,0.196263,2.592434,296.154993,0.050257,0.025522,-0.000001,101324.348032,1.652899,0.762172,0,1
13.230000,107.959481,0.964853,23.232327,132.156661,1.628606,0.196263,2.594397,296.157042,0.049567,0.025172,-0.000001,101324.391294,1.660584,0.774411,0,1
13.240000,107.959412,0.949735,23.555129,132.464275,1.628605,0.196263,2.596360,296.159091,0.048886,0.024827,-0.000001,101324.431663,1.668384,0.785171,0,1
13.250000,107.959350,0.934866,23.838680,132.732897,1.628604,0.196263,2.598322,296.161140,0.048215,0.024486,-0.000001,101324.469139,1.676285,0.794623,0,1
13.260000,107.959297,0.920244,24.088226,132.967767,1.628602,0.196263,2.600285,296.163189,0.047552,0.024150,-0.000001,101324.503721,1.684274,0.802941,0,1
13.270000,107.959251,0.905852,24.310469,133.175572,1.628601,0.196263,2.602247,296.165238,0.046898,0.023818,-0.000001,101324.537336,1.692342,0.810349,0,1
13.280000,107.959214,0.891697,24.512769,133.363680,1.628600,0.196263,2.604210,296.167286,0.046253,0.023491,-0.000001,101324.568827,1.700480,0.817092,0,1
13.290000,107.959185,0.877778,24.703468,133.540431,1.628598,0.196263,2.606173,296.169335,0.045617,0.023168,-0.000001,101324.598074,1.708684,0.823449,0,1
13.300000,107.959166,0.864094,24.891962,133.715221,1.628597,0.196263,2.608135,296.171383,0.044990,0.022850,-0.000001,101324.625078,1.716950,0.829732,0,1
13.310000,107.959156,0.850643,25.088373,133.898172,1.628595,0.196263,2.610098,296.173432,0.044371,0.022536,-0.000001,101324.649838,1.725280,0.836279,0,1
13.320000,107.959157,0.837391,25.303493,134.100041,1.628593,0.196263,2.612061,296.175481,0.043760,0.022226,-0.000001,101324.673720,1.733678,0.843450,0,1
13.330000,107.959168,0.824319,25.548890,134.332376,1.628591,0.196263,2.614023,296.177529,0.043156,0.021919,-0.000001,101324.697469,1.742153,0.851630,0,1
13.340000,107.959190,0.811453,25.835929,134.606572,1.628590,0.196263,2.615986,296.179577,0.042560,0.021617,-0.000001,101324.719912,1.750715,0.861198,0,1
13.350000,107.959223,0.798793,26.176591,134.934608,1.628588,0.196263,2.617948,296.181626,0.041972,0.021318,-0.000001,101324.741047,1.759382,0.872553,0,1
13.360000,107.959269,0.786337,26.581556,135.327162,1.628586,0.196263,2.619911,296.183674,0.041392,0.021024,-0.000001,101324.760876,1.768173,0.886052,0,1
13.370000,107.959326,0.774084,27.061578,135.794987,1.628583,0.196263,2.621874,296.185722,0.040820,0.020734,-0.000001,101324.779397,1.777111,0.902053,0,1
13.380000,107.959396,0.762031,27.625054,136.346482,1.628581,0.196263,2.623836,296.187771,0.040256,0.020447,-0.000001,101324.796612,1.786223,0.920835,0,1
13.390000,107.959480,0.750180,28.279388,136.989047,1.628579,0.196263,2.625799,296.189819,0.039700,0.020165,-0.000001,101324.812520,1.795538,0.942646,0,1
13.400000,107.959577,0.738526,29.029056,137.727158,1.628576,0.196263,2.627762,296.191867,0.039152,0.019887,-0.000001,101324.827121,1.805086,0.967635,0,1
13.410000,107.959688,0.727071,29.875938,138.562697,1.628574,0.196263,2.629724,296.193915,0.038612,0.019613,-0.000001,101324.840415,1.814901,0.995865,0,1
13.420000,107.959814,0.715812,30.818872,139.494497,1.628571,0.196263,2.631687,296.195963,0.038080,0.019343,-0.000001,101324.852402,1.825014,1.027296,0,1
13.430000,107.959955,0.704682,31.853072,140.517709,1.628568,0.196263,2.633649,296.198011,0.037553,0.019076,-0.000001,101324.864574,1.835456,1.061769,0,1
13.440000,107.960059,0.693691,32.970451,141.624200,1.628566,0.196263,2.635612,296.200059,0.037032,0.018811,-0.000001,101324.876720,1.846258,1.099015,0,1
13.450000,107.960094,0.682875,34.159863,142.802832,1.628565,0.196263,2.637575,296.202107,0.036518,0.018551,-0.000001,101324.887983,1.857444,1.138662,0,1
13.460000,107.960133,0.672234,35.406335,144.038702,1.628564,0.196263,2.639537,296.204154,0.036012,0.018294,-0.000001,101324.898362,1.869036,1.180211,0,1
13.470000,107.960177,0.661766,36.693892,145.315835,1.628563,0.196263,2.641500,296.206202,0.035513,0.018040,-0.000001,101324.907858,1.881052,1.223130,0,1
13.480000,107.960226,0.651471,38.002604,146.614300,1.628563,0.196263,2.643463,296.208249,0.035021,0.017791,-0.000001,101324.916470,1.893500,1.266753,0,1
13.490000,107.960280,0.641347,39.313752,147.915379,1.628562,0.196263,2.645425,296.210297,0.034536,0.017545,-0.000001,101324.924198,1.906387,1.310458,0,1
13.500000,107.960337,0.631394,40.605852,149.197584,1.628561,0.196263,2.647388,296.212344,0.034059,0.017302,-0.000001,101324.931043,1.919707,1.353528,0,1
13.510000,107.960400,0.621611,41.859577,150.441589,1.628560,0.196263,2.649350,296.214391,0.033588,0.017064,-0.000001,101324.937004,1.933453,1.395319,0,1
13.520000,107.960467,0.611997,43.055348,151.627813,1.628559,0.196263,2.651313,296.216438,0.033126,0.016829,-0.000001,101324.942081,1.947607,1.435178,0,1
13.530000,107.960538,0.602551,44.175337,152.738427,1.628558,0.196263,2.653276,296.218486,0.032670,0.016598,-0.000001,101324.946275,1.962148,1.472511,0,1
13.540000,107.960614,0.593172,45.203937,153.757723,1.628558,0.196263,2.655238,296.220533,0.032217,0.016368,-0.000001,101324.951444,1.977047,1.506798,0,1
13.550000,107.960694,0.583903,46.127180,154.671777,1.628557,0.196263,2.657201,296.222580,0.031770,0.016141,-0.000001,101324.956778,1.992273,1.537573,0,1
13.560000,107.960778,0.574777,46.933793,155.469349,1.628556,0.196263,2.659164,296.224627,0.031329,0.015917,-0.000001,101324.961665,2.007787,1.564460,0,1
13.570000,107.960867,0.565794,47.615043,156.141704,1.628555,0.196263,2.661126,296.226674,0.030894,0.015696,-0.000001,101324.966103,2.023549,1.587168,0,1
13.580000,107.960960,0.556954,48.164109,156.682023,1.628555,0.196263,2.663089,296.228720,0.030465,0.015479,-0.000001,101324.970094,2.039517,1.605470,0,1
13.590000,107.961056,0.548255,48.577443,157.086755,1.628554,0.196263,2.665052,296.230767,0.030043,0.015264,-0.000001,101324.973636,2.055645,1.619248,0,1
13.600000,107.961157,0.539698,48.852674,157.353528,1.628553,0.196263,2.667014,296.232814,0.029627,0.015053,-0.000001,101324.976731,2.071888,1.628422,0,1
13.610000,107.961261,0.531281,48.990620,157.483161,1.628553,0.196263,2.668977,296.234861,0.029217,0.014845,-0.000001,101324.979378,2.088200,1.633021,0,1
13.620000,107.961369,0.523004,48.992831,157.477204,1.628552,0.196263,2.670939,296.236907,0.028814,0.014641,-0.000001,101324.981577,2.104534,1.633094,0,1
13.630000,107.961481,0.514866,48.863408,157.339755,1.628552,0.196263,2.672902,296.238954,0.028417,0.014439,-0.000001,101324.983327,2.120847,1.628780,0,1
13.640000,107.961596,0.506868,48.606891,157.075355,1.628551,0.196263,2.674865,296.241000,0.028026,0.014241,-0.000001,101324.984630,2.137096,1.620230,0,1
13.650000,107.961714,0.498901,48.229455,156.690070,1.628551,0.196263,2.676827,296.243047,0.027637,0.014044,-0.000001,101324.986711,2.153239,1.607649,0,1
13.660000,107.961836,0.491035,47.737637,156.190508,1.628550,0.196263,2.678790,296.245093,0.027253,0.013849,-0.000001,101324.988775,2.169236,1.591255,0,1
13.670000,107.961961,0.483287,47.138600,155.583847,1.628550,0.196263,2.680753,296.247139,0.026875,0.013657,-0.000001,101324.990636,2.185052,1.571287,0,1
13.680000,107.962088,0.475656,46.439819,154.877564,1.628549,0.196263,2.682715,296.249186,0.026502,0.013467,-0.000001,101324.992292,2.200650,1.547994,0,1
13.690000,107.962218,0.468142,45.648770,154.079131,1.628549,0.196263,2.684678,296.251232,0.026134,0.013281,-0.000001,101324.993744,2.216001,1.521626,0,1
13.700000,107.962351,0.460745,44.772895,153.195991,1.628549,0.196263,2.686640,296.253278,0.025772,0.013097,-0.000001,101324.994993,2.231073,1.492430,0,1
13.710000,107.962487,0.453464,43.819488,152.235438,1.628549,0.196263,2.688603,296.255324,0.025415,0.012916,-0.000001,101324.996037,2.245840,1.460650,0,1
13.720000,107.962624,0.446299,42.795347,151.204270,1.628548,0.196263,2.690566,296.257370,0.025064,0.012737,-0.000001,101324.996877,2.260278,1.426512,0,1
13.730000,107.962764,0.439250,41.707081,150.109095,1.628548,0.196263,2.692528,296.259416,0.024718,0.012562,-0.000001,101324.997514,2.274363,1.390236,0,1
13.740000,107.962906,0.432316,40.560515,148.955736,1.628548,0.196263,2.694491,296.261462,0.024377,0.012389,-0.000001,101324.997946,2.288075,1.352017,0,1
13.750000,107.963049,0.425497,39.361227,147.749772,1.628548,0.196263,2.696454,296.263507,0.024042,0.012219,-0.000001,101324.998174,2.301397,1.312041,0,1
13.760000,107.963193,0.418728,38.113886,146.495807,1.628548,0.196263,2.698416,296.265553,0.023710,0.012050,-0.000001,101324.998525,2.314310,1.270463,0,1
13.770000,107.963339,0.412056,36.822922,145.198317,1.628548,0.196263,2.700379,296.267599,0.023382,0.011884,-0.000001,101324.998768,2.326801,1.227431,0,1
13.780000,107.963486,0.405480,35.491836,143.860802,1.628548,0.196263,2.702341,296.269644,0.023059,0.011720,-0.000001,101324.998902,2.338854,1.183061,0,1
13.790000,107.963634,0.398999,34.123917,142.486550,1.628548,0.196263,2.704304,296.271690,0.022741,0.011558,-0.000001,101324.998936,2.350458,1.137464,0,1
13.800000,107.963782,0.392611,32.721667,141.078060,1.628548,0.196263,2.706267,296.273735,0.022427,0.011399,-0.000001,101324.998877,2.361599,1.090722,0,1
13.810000,107.963930,0.386315,31.287290,139.637535,1.628549,0.196263,2.708229,296.275781,0.022118,0.011242,-0.000001,101324.998731,2.372268,1.042910,0,1
13.820000,107.964078,0.380109,29.822518,138.166705,1.628549,0.196263,2.710192,296.277826,0.021813,0.011088,-0.000001,101324.998508,2.382454,0.994084,0,1
13.830000,107.964226,0.373992,28.328704,136.666922,1.628549,0.196263,2.712155,296.279871,0.021513,0.010935,-0.000001,101324.998213,2.392147,0.944290,0,1
13.840000,107.964374,0.367962,26.806939,135.139275,1.628550,0.196263,2.714117,296.281917,0.021217,0.010785,-0.000001,101324.997855,2.401337,0.893565,0,1
13.850000,107.964521,0.362018,25.258005,133.584543,1.628550,0.196263,2.716080,296.283962,0.020925,0.010637,-0.000001,101324.997441,2.410015,0.841933,0,1
13.860000,107.964666,0.356158,23.682527,132.003351,1.628551,0.196263,2.718042,296.286007,0.020637,0.010491,-0.000001,101324.996979,2.418173,0.789418,0,1
13.870000,107.964810,0.350381,22.080953,130.396144,1.628552,0.196263,2.720005,296.288052,0.020354,0.010347,-0.000001,101324.996476,2.425801,0.736032,0,1
13.880000,107.964953,0.344686,20.453645,128.763284,1.628552,0.196263,2.721968,296.290097,0.020074,0.010205,-0.000001,101324.995939,2.432890,0.681788,0,1
13.890000,107.965093,0.339072,18.800919,127.105084,1.628553,0.196263,2.723930,296.292142,0.019799,0.010065,-0.000001,101324.995375,2.439434,0.626697,0,1
13.900000,107.965231,0.333536,17.123051,125.421818,1.628554,0.196263,2.725893,296.294186,0.019527,0.009927,-0.000001,101324.994794,2.445422,0.570768,0,1
13.910000,107.965366,0.328078,15.420386,123.713830,1.628555,0.196263,2.727856,296.296231,0.019259,0.009791,-0.000001,101324.994201,2.450846,0.514013,0,1
13.920000,107.965498,0.322696,13.693253,121.981447,1.628556,0.196263,2.729818,296.298276,0.018996,0.009657,-0.000001,101324.993604,2.455699,0.456442,0,1
13.930000,107.965627,0.317389,11.942129,120.225145,1.628557,0.196263,2.731781,296.300320,0.018736,0.009525,-0.000001,101324.993011,2.459973,0.398071,0,1
13.940000,107.965752,0.312156,10.167530,118.445438,1.628559,0.196263,2.733743,296.302365,0.018479,0.009395,-0.000001,101324.992429,2.463658,0.338918,0,1
13.950000,107.965872,0.306995,8.370118,116.642985,1.628560,0.196263,2.735706,296.304409,0.018227,0.009267,-0.000001,101324.991866,2.466749,0.279004,0,1
13.960000,107.965988,0.301905,6.550676,114.818570,1.628561,0.196263,2.737669,296.306454,0.017978,0.009140,-0.000001,101324.991329,2.469236,0.218356,0,1
13.970000,107.966099,0.296886,4.710121,112.973105,1.628563,0.196263,2.739631,296.308498,0.017732,0.009016,-0.000001,101324.990788,2.471113,0.157004,0,1
13.980000,107.966204,0.291938,2.849543,111.107685,1.628564,0.196263,2.741594,296.310542,0.017490,0.008893,-0.000001,101324.990141,2.472374,0.094985,0,1
13.990000,107.966304,0.287058,0.970178,109.223539,1.628566,0.196263,2.743557,296.312586,0.017251,0.008772,-0.000001,101324.989516,2.473011,0.032339,0,1
14.000000,107.966397,0.282244,0.926542,109.175184,1.628568,0.196263,2.745519,296.314631,0.017016,0.008652,-0.000001,101324.988919,2.473019,-0.030885,0,1
14.010000,107.966484,0.277496,2.839020,111.082999,1.628570,0.196263,2.747482,296.316675,0.016784,0.008534,-0.000001,101324.988355,2.472392,-0.094634,0,1
14.020000,107.966563,0.272812,4.795781,113.035155,1.628572,0.196263,2.749444,296.318719,0.016555,0.008418,-0.000001,101324.987830,2.471111,-0.161474,0,1
14.030000,107.966635,0.268190,6.795465,115.030290,1.628574,0.196263,2.751407,296.320762,0.016330,0.008304,-0.000001,101324.987351,2.469148,-0.231138,0,1
14.040000,107.966698,0.263631,8.827761,117.058090,1.628576,0.196263,2.753370,296.322806,0.016107,0.008191,-0.000001,101324.986924,2.466476,-0.303359,0,1
14.050000,107.966753,0.259132,10.882776,119.108662,1.628578,0.196263,2.755332,296.324850,0.015888,0.008079,-0.000001,101324.986555,2.463069,-0.377874,0,1
14.060000,107.966799,0.254693,12.951039,121.172531,1.628581,0.196263,2.757295,296.326894,0.015672,0.007970,-0.000001,101324.986250,2.458908,-0.454422,0,1
14.070000,107.966835,0.250312,15.023467,123.240614,1.628583,0.196263,2.759258,296.328937,0.015458,0.007861,-0.000001,101324.986014,2.453971,-0.532747,0,1
14.080000,107.966894,0.245988,17.091328,125.304209,1.628585,0.196263,2.761220,296.330981,0.015248,0.007754,-0.000001,101324.985855,2.448244,-0.612592,0,1
14.090000,107.966977,0.241720,19.146180,127.354877,1.628585,0.196263,2.763183,296.333025,0.015040,0.007649,-0.000001,101324.985777,2.441712,-0.693702,0,1
14.100000,107.967057,0.237507,21.179809,129.384374,1.628586,0.196263,2.765145,296.335068,0.014835,0.007545,-0.000001,101324.985788,2.434364,-0.775817,0,1
14.110000,107.967134,0.233348,23.184162,131.384645,1.628586,0.196263,2.767108,296.337112,0.014633,0.007442,-0.000001,101324.985893,2.426191,-0.858673,0,1
14.120000,107.967209,0.229242,25.151269,133.347720,1.628587,0.196263,2.769071,296.339155,0.014433,0.007340,-0.000001,101324.986098,2.417186,-0.941995,0,1
14.130000,107.967280,0.225188,27.073174,135.265642,1.628587,0.196263,2.771033,296.341198,0.014236,0.007240,-0.000001,101324.986410,2.407348,-1.025499,0,1
14.140000,107.967347,0.221184,28.941863,137.130394,1.628588,0.196263,2.772996,296.343242,0.014041,0.007142,-0.000001,101324.986833,2.396675,-1.108884,0,1
14.150000,107.967412,0.217230,30.749189,138.933830,1.628588,0.196263,2.774959,296.345285,0.013849,0.007044,-0.000001,101324.987375,2.385170,-1.191829,0,1
14.160000,107.967473,0.213324,32.486816,140.667613,1.628589,0.196263,2.776921,296.347328,0.013659,0.006948,-0.000001,101324.988042,2.372840,-1.273993,0,1
14.170000,107.967531,0.209496,34.146158,142.323186,1.628589,0.196263,2.778884,296.349371,0.013473,0.006853,-0.000001,101324.988336,2.359693,-1.355006,0,1
14.180000,107.967585,0.205737,35.718342,143.891665,1.628590,0.196263,2.780846,296.351414,0.013290,0.006760,-0.000001,101324.988386,2.345744,-1.434472,0,1
14.190000,107.967636,0.202030,37.194183,145.363850,1.628590,0.196263,2.782809,296.353457,0.013110,0.006669,-0.000001,101324.988456,2.331010,-1.511959,0,1
14.200000,107.967683,0.198374,38.564194,146.730252,1.628591,0.196263,2.784772,296.355500,0.012932,0.006578,-0.000001,101324.988548,2.315513,-1.587004,0,1
14.210000,107.967727,0.194769,39.818629,147.981125,1.628591,0.196263,2.786734,296.357543,0.012757,0.006489,-0.000001,101324.988661,2.299280,-1.659110,0,1
14.220000,107.967767,0.191213,40.947575,149.106555,1.628591,0.196263,2.788697,296.359586,0.012584,0.006401,-0.000001,101324.988796,2.282343,-1.727746,0,1
14.230000,107.967803,0.187706,41.941110,150.096618,1.628592,0.196263,2.790660,296.361629,0.012413,0.006314,-0.000001,101324.988954,2.264740,-1.792355,0,1
14.240000,107.967835,0.184246,42.789526,150.941608,1.628592,0.196263,2.792622,296.363671,0.012244,0.006229,-0.000001,101324.989134,2.246513,-1.852360,0,1
14.250000,107.967864,0.180834,43.483642,151.632339,1.628592,0.196263,2.794585,296.365714,0.012078,0.006144,-0.000001,101324.989338,2.227712,-1.907177,0,1
14.260000,107.967888,0.177468,44.015189,152.160545,1.628593,0.196263,2.796548,296.367757,0.011914,0.006061,-0.000001,101324.989566,2.208392,-1.956231,0,1
14.270000,107.967909,0.174147,44.377284,152.519341,1.628593,0.196263,2.798510,296.369799,0.011752,0.005979,-0.000001,101324.989819,2.188612,-1.998977,0,1
14.280000,107.967926,0.170872,44.564953,152.703751,1.628593,0.196263,2.800473,296.371842,0.011593,0.005898,-0.000001,101324.990096,2.168439,-2.034929,0,1
14.290000,107.967939,0.167640,44.575701,152.711280,1.628593,0.196263,2.802435,296.373884,0.011435,0.005818,-0.000001,101324.990399,2.147940,-2.063690,0,1
14.300000,107.967948,0.164451,44.409832,152.542231,1.628594,0.196263,2.804398,296.375926,0.011279,0.005739,-0.000001,101324.990728,2.127190,-2.084969,0,1
14.310000,107.967953,0.161305,44.071175,152.200433,1.628594,0.196263,2.806361,296.377969,0.011126,0.005660,-0.000001,101324.991083,2.106266,-2.098627,0,1
