time,imc.i_0_s,imc.idq_sr[1],imc.idq_sr[2],imc.idq_rr[1],imc.idq_rr[2]
7.88,2.234901534849613e-10,-12.560654994153333,-0.6230675674366823,4.33607126392458,6.221895552533441
7.890000000000001,2.392051556611977e-10,-12.557785363718372,-0.6783331382071555,4.308646652722376,6.240920228138398
7.9,2.531624081231382e-10,-12.554673874838267,-0.7335848527438743,4.281139927566193,6.259823323863865
7.91,2.651963163588423e-10,-12.551320701380204,-0.7888215289450272,4.253551764417322,6.278604339591909
7.92,2.7514128585636776e-10,-12.547726017211374,-0.8440419847087981,4.225882839237055,6.297262775204591
7.930000000000001,2.8283172210377306e-10,-12.543889996198962,-0.8992450379333755,4.198133827986685,6.315798130583978
7.94,2.881020305891146e-10,-12.539812812210156,-0.9544295065169336,4.170305406627508,6.334209905612132
7.95,2.907866168004512e-10,-12.535494639112146,-1.0095942083576606,4.142398251120813,6.352497600171115
7.96,2.9071988622584063e-10,-12.530935650772115,-1.0647379613537404,4.114413037427896,6.370660714142993
7.97,2.877362443533408e-10,-12.526136021057255,-1.119859583403357,4.086350441510049,6.388698747409827
7.98,2.9051271834183176e-10,-12.521086829898572,-1.1749641038458605,4.058200379033071,6.406618653040173
7.99,2.930341533124978e-10,-12.515794266972888,-1.230046231594402,4.029970644095886,6.424415000493203
8.0,2.9459633622350157e-10,-12.510259060073903,-1.2851044061981407,4.001662568086959,6.442086835665216
8.01,2.9520720295819923e-10,-12.504481204606527,-1.3401375674505387,3.973276615804154,6.459633804701958
8.02,2.9487468939994736e-10,-12.498460695975684,-1.39514465514506,3.944813252045333,6.477055553749173
8.03,2.936067314321019e-10,-12.492197529586287,-1.4501246090751678,3.9162729416083573,6.494351728952607
8.040000000000001,2.9141126493801897e-10,-12.485691700843255,-1.5050763690343354,3.8876561492910837,6.511521976458007
8.05,2.882962258010555e-10,-12.478943205151502,-1.5599988748160059,3.8589633398913854,6.528565942411113
8.06,2.842695499045674e-10,-12.471952037915951,-1.6148910662136529,3.8301949782071185,6.545483272957671
8.07,2.793391731319111e-10,-12.464718194541515,-1.6697518830207398,3.8013515290361455,6.562273614243427
8.08,2.7351303136644284e-10,-12.457241670433115,-1.7245802650307296,3.7724334571763283,6.578936612414126
8.09,2.6679906049151894e-10,-12.449522460995665,-1.7793751520370855,3.7434412274255293,6.595471913615511
8.1,2.5958720552079114e-10,-12.441568848143797,-1.8341346414849873,3.7143819759095043,6.611879231590187
8.11,2.517880489418146e-10,-12.433378715500814,-1.8888578878367583,3.6852544672666876,6.628158195257124
8.120000000000001,2.4326732440211143e-10,-12.424948973832763,-1.9435441444485608,3.6560566829047048,6.644308425599258
8.13,2.340432038626737e-10,-12.416279840584698,-1.9981923285428016,3.626789266382154,6.660329570573613
8.14,2.241338592844891e-10,-12.407371533201664,-2.0528013573419157,3.5974528612576213,6.67622127813722
8.15,2.1355746262854658e-10,-12.398224269128704,-2.1073701480683296,3.568048111089697,6.691983196247104
8.16,2.0233218585583508e-10,-12.38883826581087,-2.1618976179444678,3.538575659436971,6.707614972860297
8.17,1.9047620092734373e-10,-12.379213740693206,-2.216382684192756,3.5090361498580327,6.7231162559338244
8.18,1.7800767980406153e-10,-12.369350911220756,-2.270824264035621,3.4794302259114733,6.738486693424713
8.19,1.6494479444697745e-10,-12.359249994838573,-2.3252212746954877,3.4497585311558825,6.753725933289992
8.2,1.5130571681708056e-10,-12.348911208991698,-2.379572633394783,3.4200217091498497,6.7688336234866915
8.21,1.3710861887535734e-10,-12.33833477112518,-2.4338772573559404,3.390220403451961,6.783809411971839
8.22,1.2260797049565232e-10,-12.327517161920136,-2.48813605587672,3.36035065077481,6.798655451592478
